Region;Documents;Citable documents;Citations;Self-Citations;Citations per Document;H index
America;917;838;9299;1145;10.14;126
America;869;841;11080;779;12.75;141
America;867;834;8025;1416;9.26;114
Europa;827;802;4209;776;5.09;94
Europa;817;774;8787;949;10.76;92
Asia;782;731;4642;486;5.94;96
Europa;772;759;1515;430;1.96;50
Africa;746;713;6049;1356;8.11;82
Africa;742;682;10072;1415;13.57;102
Asia;741;703;3807;552;5.14;74
Africa;736;681;8955;1667;12.17;111
Africa;735;673;5641;1035;7.67;78
Africa;696;654;5388;618;7.74;82
Europa;672;660;4591;859;6.83;116
Europa;659;617;3506;492;5.32;90
Asia;622;587;4722;421;7.59;60
Europa;617;598;2546;305;4.13;67
Asia;611;545;3252;446;5.32;80
Asia;570;540;1708;288;3.00;46
America;547;522;7160;654;13.09;115
Europa;543;535;1908;261;3.51;49
Asia;516;505;2035;479;3.94;58
America;494;463;5076;698;10.28;92
Asia;422;409;1447;295;3.43;59
Africa;420;407;3057;381;7.28;58
Africa;394;373;3135;432;7.96;83
America;368;347;2129;166;5.79;67
Africa;354;344;973;107;2.75;41
Europa;351;344;2368;390;6.75;68
America;333;313;5234;619;15.72;119
Asia;317;293;1873;321;5.91;48
Asia;314;280;2206;294;7.03;64
Africa;309;301;2186;215;7.07;76
Asia;306;287;1360;149;4.44;43
Africa;305;295;3201;576;10.50;71
Africa;303;267;2660;331;8.78;81
America;296;277;1382;177;4.67;64
Africa;286;271;3554;518;12.43;89
Africa;285;271;1497;197;5.25;63
Africa;256;251;1781;409;6.96;55
Asia;254;251;1529;207;6.02;61
Europa;244;228;1439;143;5.90;70
Asia;243;235;1224;196;5.04;41
America;242;229;2751;272;11.37;71
Africa;215;199;3070;353;14.28;75
Africa;201;194;1749;254;8.70;62
Asia;182;167;3454;307;18.98;57
Asia;178;175;1122;118;6.30;42
Africa;176;170;2008;198;11.41;56
Asia;172;171;864;6;5.02;67
Africa;159;155;2549;222;16.03;59
Africa;159;149;1971;286;12.40;60
Oceania;154;153;1688;213;10.96;63
America;147;134;1159;112;7.88;58
America;142;135;848;80;5.97;46
Oceania;141;132;1002;110;7.11;46
Europa;139;139;733;168;5.27;23
Asia;136;130;610;46;4.49;41
Europa;130;127;422;56;3.25;40
Africa;125;123;581;70;4.65;45
Africa;122;113;1390;152;11.39;67
Europa;119;108;1485;163;12.48;64
Africa;118;110;2189;178;18.55;85
Africa;113;105;1734;114;15.35;62
Africa;112;110;996;114;8.89;51
Asia;111;88;497;52;4.48;44
Oceania;109;105;1563;160;14.34;59
Asia;101;97;829;137;8.21;49
America;99;92;939;89;9.48;51
Africa;96;86;1128;91;11.75;43
America;89;74;824;41;9.26;55
America;87;84;816;80;9.38;48
Africa;86;83;393;43;4.57;33
Oceania;83;79;1139;90;13.72;50
America;74;71;526;28;7.11;36
Africa;74;72;533;34;7.20;35
Europa;71;66;547;40;7.70;44
Asia;67;67;325;33;4.85;35
America;60;59;420;38;7.00;45
America;56;44;342;19;6.11;27
America;54;53;700;4;12.96;39
America;54;50;463;43;8.57;43
America;53;52;1144;60;21.58;46
Asia;51;48;215;31;4.22;24
America;46;39;195;3;4.24;28
Asia;46;45;173;31;3.76;24
Africa;45;41;349;8;7.76;31
Africa;42;39;600;15;14.29;33
Oceania;42;37;414;16;9.86;48
Africa;40;38;374;28;9.35;28
America;38;34;1091;77;28.71;62
America;37;32;608;34;16.43;39
America;37;35;358;28;9.68;34
Africa;37;30;204;28;5.51;23
Europa;35;34;633;63;18.09;40
Africa;32;30;213;15;6.66;23
Africa;31;29;350;21;11.29;29
Africa;30;30;320;9;10.67;36
America;28;28;391;34;13.96;30
Asia;28;27;182;9;6.50;20
Africa;28;24;268;50;9.57;38
America;27;26;186;25;6.89;29
Africa;27;26;492;18;18.22;37
Africa;25;25;145;7;5.80;28
America;24;22;139;10;5.79;16
Africa;24;23;165;10;6.88;28
Africa;23;21;496;73;21.57;44
Oceania;21;21;155;18;7.38;24
Oceania;21;21;254;23;12.10;22
Europa;20;18;232;17;11.60;40
Africa;17;16;113;7;6.65;15
America;17;16;130;15;7.65;29
Africa;15;14;86;10;5.73;13
Africa;15;15;211;19;14.07;17
Africa;14;13;110;5;7.86;26
America;14;14;161;3;11.50;17
Oceania;13;12;94;14;7.23;19
Oceania;13;13;155;5;11.92;20
America;13;11;131;3;10.08;18
America;12;9;37;6;3.08;18
America;12;12;31;0;2.58;25
Oceania;9;9;97;14;10.78;27
Oceania;9;9;255;4;28.33;17
Europa;8;7;120;3;15.00;18
Asia;8;8;22;4;2.75;17
America;7;7;10;0;1.43;10
Africa;7;6;57;0;8.14;16
Africa;7;7;83;4;11.86;8
Oceania;7;7;51;1;7.29;23
America;7;7;48;1;6.86;26
Asia;6;6;178;4;29.67;18
America;6;6;9;0;1.50;8
Europa;5;5;31;0;6.20;16
Oceania;5;5;44;3;8.80;14
Europa;5;5;79;5;15.80;19
Asia;5;4;27;0;5.40;10
America;4;3;18;0;4.50;5
Oceania;4;4;3;0;0.75;3
Africa;4;4;11;0;2.75;7
Asia;4;3;26;0;6.50;13
America;4;4;56;3;14.00;23
Oceania;4;4;26;0;6.50;5
America;3;3;9;1;3.00;10
Oceania;3;2;8;0;2.67;10
Africa;3;3;6;0;2.00;11
Africa;3;3;4;0;1.33;3
Africa;3;3;15;0;5.00;3
Africa;3;3;7;0;2.33;13
Africa;3;3;73;3;24.33;15
America;3;3;18;3;6.00;11
America;3;3;2;0;0.67;10
Oceania;2;2;0;0;0.00;5
Europa;2;2;21;0;10.50;8
Oceania;1;1;0;0;0.00;6
America;1;1;1;0;1.00;2
Oceania;1;1;0;0;0.00;7
Oceania;1;1;1;0;1.00;3
America;560131;502305;5013786;2506606;8.95;1518
Asia;334603;331039;1336337;761535;3.99;436
Europa;155191;135609;1402790;372573;9.04;934
Europa;143471;132604;1239892;363115;8.64;815
Asia;123457;118595;730059;225533;5.91;694
Europa;103354;96094;830620;212590;8.04;742
America;85631;78352;757230;161043;8.84;725
Europa;81512;74864;681923;182700;8.37;654
Asia;78226;73924;339243;123394;4.34;341
Europa;70507;65111;545754;146487;7.74;531
Oceania;64812;58802;544793;133887;8.41;583
Asia;59770;58094;366853;93439;6.14;375
America;49014;46883;228882;84672;4.67;342
Europa;47145;42788;539461;105900;11.44;636
Asia;39456;38325;212338;57210;5.38;300
Europa;38795;38041;127653;43238;3.29;355
Europa;33921;31372;404914;66321;11.94;629
Asia;32280;30659;131075;36819;4.06;237
Europa;29723;28681;138158;40805;4.65;336
Asia;29331;28757;127030;51362;4.33;158
Europa;29134;27169;303696;53347;10.42;567
Europa;25748;23825;257837;44628;10.01;502
Europa;18671;17282;177392;28239;9.50;416
Europa;17518;16197;204651;34959;11.68;476
Europa;17128;15773;119499;21479;6.98;295
Asia;16562;15343;146891;23579;8.87;456
Europa;15682;15107;92879;23997;5.92;268
America;15540;14765;76163;16885;4.90;261
Asia;15345;15061;54828;18810;3.57;145
Europa;15342;14461;144450;25839;9.42;407
Europa;15167;14382;104133;23285;6.87;269
Europa;15137;13807;128713;23300;8.50;362
Asia;15003;14145;141830;22650;9.45;308
Asia;13540;12766;109055;16488;8.05;325
Europa;12668;12467;36968;12619;2.92;153
Africa;11898;10999;80940;20147;6.80;260
Oceania;11398;10447;91504;17475;8.03;318
Europa;11317;10421;101804;14853;9.00;299
America;10454;9881;67452;14726;6.45;249
Asia;9850;9258;50008;10054;5.08;190
Asia;9150;8894;42372;8936;4.63;148
Europa;8576;8138;57613;10297;6.72;277
Asia;7437;7180;30084;9387;4.05;130
Europa;7351;7213;20674;6490;2.81;159
America;6922;6613;43992;9791;6.36;214
Asia;6182;5927;33963;6769;5.49;144
Europa;5613;5437;27542;5178;4.91;161
Europa;5161;5018;23002;6747;4.46;86
Africa;5106;4958;13497;3060;2.64;103
Europa;4806;4647;22995;5434;4.78;165
America;4715;4528;23446;4418;4.97;151
Europa;4707;4532;28324;6109;6.02;172
Africa;4645;4449;16883;3807;3.63;97
Europa;3675;3580;15112;3016;4.11;154
Africa;3112;3068;11182;2160;3.59;89
Europa;2734;2681;12185;3909;4.46;122
Asia;2497;2307;10871;1713;4.35;126
Africa;2449;2298;9245;2244;3.78;109
Asia;2279;2171;9795;1133;4.30;100
Asia;2277;2204;10177;2930;4.47;112
Asia;2236;2191;8148;1148;3.64;92
America;2178;2088;9075;1125;4.17;141
Asia;2095;2025;12875;2154;6.15;122
Europa;2060;1995;17485;3251;8.49;148
America;1882;1799;5993;1083;3.18;106
Africa;1592;1471;15435;2328;9.70;149
Europa;1518;1490;6183;1415;4.07;114
Europa;1416;1329;9202;1344;6.50;100
Asia;1370;1260;8307;960;6.06;109
Asia;1270;1152;9131;1077;7.19;131
Europa;1192;1093;15453;1800;12.96;181
Asia;1128;1087;4371;539;3.88;92
Europa;981;914;7316;961;7.46;92
America;976;909;10345;958;10.60;126
Europa;916;892;4442;789;4.85;94
America;914;883;8049;560;8.81;141
Africa;904;858;9173;1539;10.15;111
America;901;865;5775;981;6.41;114
Asia;881;823;3663;433;4.16;74
Africa;842;787;7191;1220;8.54;102
Asia;831;774;3841;413;4.62;96
Africa;819;772;4300;1140;5.25;82
Asia;794;746;1547;221;1.95;46
Europa;786;772;2319;589;2.95;50
Asia;784;753;4459;674;5.69;60
Europa;779;763;4861;1255;6.24;116
Africa;758;723;4442;672;5.86;82
Africa;742;716;4424;874;5.96;78
Europa;702;689;2136;312;3.04;49
Asia;641;589;2927;506;4.57;80
Europa;621;581;4516;823;7.27;90
America;581;552;5013;545;8.63;115
Asia;539;532;1602;322;2.97;58
Africa;514;493;1017;65;1.98;41
Africa;513;491;2099;378;4.09;58
Europa;507;498;1951;325;3.85;67
America;445;424;4457;553;10.02;92
Asia;445;439;1242;201;2.79;59
Asia;425;413;2256;315;5.31;64
Africa;399;383;2276;329;5.70;83
America;358;342;3900;557;10.89;119
America;358;325;1204;132;3.36;67
Africa;349;319;3498;499;10.02;89
Africa;325;305;2070;311;6.37;81
Asia;324;299;1396;231;4.31;48
Asia;319;306;702;115;2.20;43
Africa;319;310;1258;179;3.94;76
Asia;315;302;1240;306;3.94;41
Africa;312;301;2240;421;7.18;71
Europa;304;297;1746;314;5.74;68
Europa;303;282;1506;173;4.97;70
Africa;301;274;1663;160;5.52;63
Africa;263;241;2710;387;10.30;75
Asia;262;255;1327;151;5.06;61
Africa;250;243;1329;305;5.32;55
America;244;220;798;94;3.27;64
America;233;224;2150;184;9.23;71
Europa;223;218;493;51;2.21;40
Africa;216;207;1823;195;8.44;56
Asia;208;207;755;121;3.63;42
Africa;205;200;1748;265;8.53;62
Europa;197;192;776;191;3.94;23
Asia;186;173;1824;217;9.81;57
Africa;166;157;1587;154;9.56;59
Oceania;157;153;1307;255;8.32;63
Africa;150;140;1975;175;13.17;60
Africa;149;143;666;75;4.47;45
Africa;141;134;867;91;6.15;43
Africa;139;135;712;40;5.12;51
America;138;123;1122;105;8.13;58
Asia;134;120;1144;132;8.54;49
Africa;132;114;1026;55;7.77;35
Africa;126;114;1624;192;12.89;85
Oceania;124;119;723;90;5.83;46
Asia;116;100;436;58;3.76;44
Asia;114;106;615;33;5.39;41
Africa;114;107;684;61;6.00;62
Africa;111;107;926;117;8.34;67
Oceania;110;105;843;152;7.66;59
America;108;101;744;33;6.89;36
Europa;97;92;800;119;8.25;64
Asia;95;82;377;17;3.97;24
America;93;91;680;66;7.31;51
America;93;87;1166;63;12.54;48
Europa;92;86;594;53;6.46;44
America;87;72;522;52;6.00;55
Africa;85;81;276;33;3.25;33
America;77;73;415;39;5.39;46
Oceania;73;71;856;85;11.73;50
Asia;73;72;178;40;2.44;24
America;72;65;680;45;9.44;45
Europa;69;66;848;95;12.29;40
Asia;68;66;367;33;5.40;35
America;55;52;366;25;6.65;43
America;53;47;656;75;12.38;46
America;51;45;217;8;4.25;27
America;50;42;468;56;9.36;39
Asia;47;45;147;22;3.13;20
Africa;46;44;184;19;4.00;28
Africa;45;43;382;16;8.49;33
Europa;45;40;346;31;7.69;40
Africa;43;41;748;12;17.40;31
America;41;38;87;6;2.12;28
Asia;38;38;300;5;7.89;67
Africa;38;34;264;31;6.95;23
America;37;31;288;6;7.78;39
Africa;36;31;202;18;5.61;37
Africa;33;33;157;7;4.76;26
Africa;33;31;248;24;7.52;38
America;32;31;405;56;12.66;62
Oceania;32;30;139;11;4.34;48
Africa;32;27;101;8;3.16;23
Oceania;30;26;205;19;6.83;27
Africa;29;28;243;19;8.38;36
America;27;26;118;7;4.37;34
America;26;24;99;3;3.81;29
America;22;21;67;13;3.05;30
Africa;22;22;102;6;4.64;28
Africa;22;20;276;64;12.55;44
America;21;19;152;14;7.24;18
Africa;21;20;159;16;7.57;28
America;20;18;84;4;4.20;16
America;20;20;84;21;4.20;29
America;19;15;104;4;5.47;18
Oceania;19;19;134;19;7.05;24
Africa;17;17;49;4;2.88;29
Oceania;16;16;141;3;8.81;22
Africa;15;15;212;14;14.13;13
Oceania;15;14;36;8;2.40;20
America;15;13;26;5;1.73;25
Africa;14;14;46;9;3.29;15
Africa;13;12;55;3;4.23;16
Oceania;12;11;84;2;7.00;19
Africa;12;11;85;6;7.08;13
Asia;12;12;35;8;2.92;17
Africa;10;10;68;2;6.80;17
America;10;10;77;0;7.70;26
America;9;8;18;0;2.00;14
Asia;9;9;42;3;4.67;18
Oceania;8;8;41;0;5.13;23
America;7;7;27;0;3.86;10
Europa;7;7;109;3;15.57;18
Oceania;7;7;64;5;9.14;17
Africa;6;6;125;4;20.83;11
Europa;6;6;79;10;13.17;19
America;4;4;12;0;3.00;10
Oceania;4;4;5;1;1.25;14
Africa;4;4;17;0;4.25;8
Oceania;4;4;14;0;3.50;5
Africa;4;4;33;1;8.25;15
Europa;3;3;51;2;17.00;16
Africa;3;3;56;0;18.67;7
America;3;3;38;6;12.67;23
America;3;3;15;0;5.00;11
America;3;3;16;0;5.33;8
America;3;3;71;6;23.67;17
Oceania;2;2;14;2;7.00;10
Africa;2;2;6;0;3.00;3
Asia;2;2;11;2;5.50;13
Europa;2;1;0;0;0.00;8
Asia;2;2;14;0;7.00;10
Europa;2;2;10;2;5.00;4
America;2;2;5;0;2.50;10
Oceania;2;2;12;0;6.00;3
America;1;1;2;0;2.00;5
Europa;1;1;3;0;3.00;2
Oceania;1;1;3;0;3.00;3
Oceania;1;1;1;0;1.00;3
Oceania;1;1;1;0;1.00;6
Oceania;1;0;4;0;4.00;1
America;1;1;8;0;8.00;2
Oceania;1;1;0;0;0.00;7
America;577872;518312;3412648;1742766;5.91;1518
Asia;387417;382449;1046924;610827;2.70;436
Europa;160996;140961;966859;269695;6.01;934
Europa;149416;138172;873264;269725;5.84;815
Asia;126459;120717;511289;162268;4.04;694
Europa;106534;99247;580535;152301;5.45;742
Asia;95142;89576;259891;97422;2.73;341
America;88006;80457;527481;116926;5.99;725
Europa;85167;77794;479404;138135;5.63;654
Europa;76752;70394;398461;109709;5.19;531
Oceania;69939;63275;396312;105640;5.67;583
Asia;65570;63611;273592;73854;4.17;375
America;53415;50727;165000;60578;3.09;342
Europa;49192;44694;370378;76991;7.53;636
Asia;42723;41294;160212;44062;3.75;300
Europa;42026;40697;94544;34566;2.25;355
Asia;38800;37846;100846;42545;2.60;158
Europa;36273;33513;289725;51692;7.99;629
Asia;34205;32341;92271;27106;2.70;237
Europa;31427;30348;108368;33407;3.45;336
Europa;30942;28807;212293;40257;6.86;567
Europa;27426;25341;185829;34487;6.78;502
Asia;20219;19668;49631;18379;2.45;145
Europa;20213;18655;122702;21279;6.07;416
Europa;19410;17930;147389;28559;7.59;476
Europa;17601;16426;79575;18827;4.52;269
Europa;17592;15950;80590;15657;4.58;295
Asia;17258;15930;107850;17579;6.25;456
Europa;17226;16458;66588;18502;3.87;268
America;16665;15785;57986;12671;3.48;261
Europa;16232;14817;97069;18975;5.98;362
Europa;16194;15253;98737;19929;6.10;407
Asia;15888;14908;102839;18787;6.47;308
Asia;13904;13052;72079;12427;5.18;325
Africa;13446;12517;58444;15583;4.35;260
Europa;12844;12544;29878;9529;2.33;153
Oceania;12742;11577;65350;13067;5.13;318
Europa;11983;10962;71095;11510;5.93;299
America;11294;10499;48996;10624;4.34;249
Asia;10958;10596;34786;7712;3.17;148
Asia;10514;9966;37151;7592;3.53;190
Europa;9452;8925;42270;8138;4.47;277
Asia;9342;8973;39119;8149;4.19;144
Asia;9021;8707;24684;8143;2.74;130
Europa;8023;7779;20815;5893;2.59;159
America;7602;7294;34974;7722;4.60;214
Europa;6395;6152;19001;4111;2.97;161
Europa;6239;6008;19388;5987;3.11;86
Africa;5728;5529;9971;2159;1.74;103
Europa;5403;5177;21264;4727;3.94;172
America;5348;5094;18455;3525;3.45;151
Europa;5285;5091;17151;4313;3.25;165
Africa;5204;4972;12565;2844;2.41;97
Europa;3670;3494;12241;2274;3.34;154
Africa;3526;3482;7008;1643;1.99;89
Asia;3149;2994;8487;1468;2.70;126
Africa;2939;2767;7421;1792;2.53;109
Europa;2838;2777;9666;2635;3.41;122
Asia;2636;2487;7839;1097;2.97;100
Asia;2465;2371;6918;2104;2.81;112
Asia;2385;2330;5720;974;2.40;92
Asia;2331;2243;8367;1710;3.59;122
America;2219;2121;4388;788;1.98;106
Europa;2215;2124;12400;2407;5.60;148
America;1931;1839;4556;695;2.36;141
Africa;1875;1728;11253;1856;6.00;149
Europa;1662;1619;5598;1188;3.37;114
Asia;1549;1459;7851;964;5.07;131
Asia;1540;1455;5405;667;3.51;109
Europa;1508;1420;7195;1210;4.77;100
Europa;1456;1426;3220;852;2.21;94
Asia;1220;1148;3389;466;2.78;92
America;1198;1104;7019;711;5.86;126
Europa;1196;1120;5833;926;4.88;92
Europa;1195;1103;10449;1156;8.74;181
Asia;1082;1019;1754;363;1.62;46
Asia;1068;991;2875;518;2.69;74
America;1065;1001;4892;866;4.59;114
Africa;1029;998;3473;880;3.38;82
Africa;1027;952;6118;1148;5.96;111
Europa;971;942;5265;1091;5.42;116
Asia;943;898;3567;608;3.78;60
America;927;894;5605;428;6.05;141
Africa;924;859;3127;412;3.38;82
Africa;922;876;5568;877;6.04;102
Asia;914;855;2533;373;2.77;96
Europa;891;862;2220;387;2.49;50
Africa;859;802;3029;613;3.53;78
Europa;853;753;4556;784;5.34;90
Europa;797;764;1297;171;1.63;49
Europa;679;644;1289;234;1.90;67
Asia;677;619;1973;372;2.91;80
America;614;576;3013;363;4.91;115
Asia;577;549;979;238;1.70;58
Africa;565;550;1419;246;2.51;58
Africa;560;524;2198;393;3.93;83
Asia;541;514;848;279;1.57;59
Asia;487;467;1273;260;2.61;64
America;473;444;2579;332;5.45;92
Africa;416;353;2493;159;5.99;63
America;414;377;992;92;2.40;67
Africa;404;376;3545;394;8.77;89
Africa;387;366;1945;383;5.03;71
Asia;383;365;854;131;2.23;48
America;381;353;3200;443;8.40;119
Asia;377;350;850;242;2.25;41
Europa;367;360;1049;281;2.86;68
Africa;353;333;1070;135;3.03;76
Africa;349;337;2969;306;8.51;81
Asia;340;314;623;112;1.83;43
Europa;337;307;1168;152;3.47;70
America;318;289;1276;118;4.01;64
Africa;303;286;1137;243;3.75;55
Africa;299;278;2537;275;8.48;75
Africa;279;267;546;54;1.96;41
Europa;278;262;393;52;1.41;40
Asia;266;260;784;164;2.95;42
Africa;251;238;1156;165;4.61;56
Asia;250;235;702;101;2.81;61
America;245;234;1251;139;5.11;71
Africa;235;224;1276;178;5.43;62
Europa;231;227;521;127;2.26;23
Africa;222;208;1674;213;7.54;60
Asia;213;186;1427;182;6.70;57
Africa;206;195;1207;126;5.86;59
Asia;164;129;373;70;2.27;44
Africa;164;154;1177;106;7.18;67
Asia;161;156;299;17;1.86;41
Africa;159;146;890;98;5.60;43
Asia;156;147;640;115;4.10;49
Oceania;151;140;494;100;3.27;46
Africa;150;146;723;57;4.82;62
America;142;130;519;73;3.65;58
Africa;128;119;522;35;4.08;45
Oceania;126;119;645;121;5.12;59
America;121;116;499;37;4.12;48
America;116;93;656;40;5.66;55
Europa;111;104;1077;131;9.70;64
Africa;109;105;559;49;5.13;51
Africa;109;97;524;11;4.81;35
America;107;100;577;24;5.39;36
Oceania;103;96;654;83;6.35;63
America;103;94;571;55;5.54;51
Africa;102;99;303;47;2.97;33
Asia;100;97;227;53;2.27;35
Africa;98;93;800;78;8.16;85
Asia;96;84;228;26;2.38;24
Europa;95;90;324;38;3.41;44
America;84;77;260;11;3.10;27
Oceania;81;79;523;68;6.46;50
Asia;80;78;134;30;1.68;24
America;79;73;406;16;5.14;43
Europa;77;76;526;122;6.83;40
America;71;68;383;31;5.39;45
America;67;64;154;20;2.30;46
America;67;64;499;69;7.45;39
Oceania;64;62;212;21;3.31;48
America;59;52;322;47;5.46;46
Africa;50;50;159;16;3.18;28
Asia;47;45;125;43;2.66;20
Africa;44;42;256;4;5.82;33
America;42;39;269;23;6.40;62
Asia;42;41;71;4;1.69;67
Africa;41;38;136;25;3.32;23
America;40;36;107;9;2.68;34
Africa;39;35;276;40;7.08;38
Africa;38;34;129;15;3.39;37
Europa;37;34;265;13;7.16;40
Africa;36;35;135;5;3.75;36
Africa;36;35;95;3;2.64;28
America;35;33;72;0;2.06;16
Africa;35;34;116;13;3.31;28
Africa;34;33;102;16;3.00;23
America;33;30;139;13;4.21;30
Africa;33;29;197;43;5.97;44
Africa;33;30;138;1;4.18;31
Asia;33;32;65;33;1.97;17
Africa;30;29;95;9;3.17;26
Africa;29;28;112;3;3.86;29
Oceania;27;25;163;22;6.04;24
America;26;20;89;4;3.42;29
Africa;26;22;89;10;3.42;16
America;25;23;47;1;1.88;28
America;24;20;77;1;3.21;18
America;22;18;65;2;2.95;39
Oceania;22;21;134;18;6.09;27
Oceania;21;21;92;6;4.38;22
America;19;18;87;7;4.58;29
Asia;17;17;67;4;3.94;18
Africa;16;15;62;7;3.88;15
America;16;15;143;9;8.94;17
Africa;14;11;51;5;3.64;11
America;14;13;27;5;1.93;18
America;12;12;60;4;5.00;25
Africa;11;11;22;2;2.00;8
Europa;11;10;39;5;3.55;19
Oceania;11;11;40;8;3.64;17
America;10;9;52;0;5.20;10
Africa;10;8;109;17;10.90;17
Africa;10;7;22;5;2.20;13
Europa;9;5;20;1;2.22;18
Oceania;8;8;53;11;6.63;10
Europa;8;7;48;7;6.00;16
America;8;7;23;0;2.88;14
Oceania;7;7;14;1;2.00;19
Oceania;7;7;6;5;0.86;20
Oceania;7;7;25;8;3.57;23
Africa;6;6;1;0;0.17;13
America;5;4;11;0;2.20;10
Oceania;5;5;5;0;1.00;14
Europa;5;5;42;1;8.40;4
America;5;5;6;0;1.20;26
America;4;4;25;0;6.25;23
Asia;4;4;17;4;4.25;10
America;3;2;4;0;1.33;5
Oceania;3;3;27;0;9.00;5
Asia;2;2;2;0;1.00;13
America;2;2;2;0;1.00;11
America;2;1;1;0;0.50;10
Oceania;2;2;4;0;2.00;3
Oceania;1;1;6;0;6.00;3
Oceania;1;1;2;0;2.00;1
Africa;1;1;7;0;7.00;7
Oceania;1;1;4;0;4.00;5
Africa;1;1;2;0;2.00;3
Europa;1;1;4;0;4.00;8
America;1;1;2;0;2.00;1
America;582655;526809;1755731;920403;3.01;1518
Asia;404910;398610;617982;365335;1.53;436
Europa;164705;145387;519334;152356;3.15;934
Europa;153663;142974;472875;154259;3.08;815
Asia;127190;120783;267495;88444;2.10;694
Europa;109573;102258;313234;86997;2.86;742
Asia;102881;96841;140608;55469;1.37;341
America;91257;83772;275466;65817;3.02;725
Europa;91242;83525;277333;87530;3.04;654
Europa;80977;74275;223577;62312;2.76;531
Oceania;72605;65893;217910;60247;3.00;583
Asia;70343;67783;156850;42572;2.23;375
America;58537;55694;90399;31391;1.54;342
Europa;52110;47542;205637;44177;3.95;636
Europa;43083;40502;62695;22160;1.46;355
Asia;42414;40822;85647;22981;2.02;300
Asia;40236;38971;55754;23248;1.39;158
Europa;38272;35635;165405;32517;4.32;629
Asia;35305;33174;53412;15213;1.51;237
Europa;33991;32892;66273;21068;1.95;336
Europa;32961;30706;116136;22677;3.52;567
Europa;28638;26608;102234;19879;3.57;502
Asia;21926;21229;26009;10698;1.19;145
Europa;21157;19497;83438;16236;3.94;476
Europa;21128;19559;70701;12462;3.35;416
Europa;19266;18041;50339;11885;2.61;269
Europa;17980;16500;47780;9099;2.66;295
Europa;17968;17231;41953;10995;2.33;268
Asia;17796;16519;57977;10022;3.26;456
America;17571;16569;33511;6866;1.91;261
Europa;17378;15915;52817;10448;3.04;362
Asia;17253;16094;59891;11638;3.47;308
Europa;16644;15709;55114;10854;3.31;407
Africa;14567;13452;35484;9181;2.44;260
Asia;14288;13475;40573;7239;2.84;325
Europa;13777;13399;19586;6117;1.42;153
Oceania;12836;11662;35573;7332;2.77;318
Asia;12646;12218;20485;4544;1.62;148
Asia;11869;11406;28474;6269;2.40;144
Europa;11742;10747;37346;6640;3.18;299
America;11654;10931;29321;5597;2.52;249
Asia;11607;10989;20893;4560;1.80;190
Europa;9713;9222;26030;4960;2.68;277
Asia;9675;9342;16278;4795;1.68;130
Europa;9190;8591;12925;3561;1.41;159
America;8562;8149;21883;4539;2.56;214
Europa;7611;7353;15235;3573;2.00;86
Europa;6339;6063;12000;2256;1.89;161
America;6309;6040;14158;2270;2.24;151
Europa;5826;5647;12279;2951;2.11;165
Europa;5637;5338;13916;2758;2.47;172
Africa;5448;5114;6212;1712;1.14;97
Africa;5209;4949;4675;1033;0.90;103
Africa;4214;4107;3973;1013;0.94;89
Europa;3921;3782;9512;1277;2.43;154
Asia;3551;3429;4555;861;1.28;126
Africa;3458;3231;6875;1582;1.99;109
Asia;3135;2992;4132;1252;1.32;112
Asia;2992;2918;6162;1201;2.06;122
Asia;2986;2839;3911;792;1.31;100
Europa;2887;2830;7224;1232;2.50;122
Asia;2518;2417;3287;556;1.31;92
Europa;2319;2247;9357;1262;4.03;148
America;2255;2127;2093;436;0.93;106
America;1979;1880;2506;328;1.27;141
Africa;1821;1676;6108;959;3.35;149
Asia;1789;1665;2951;438;1.65;109
Europa;1764;1640;7287;922;4.13;114
Europa;1688;1554;6154;715;3.65;100
Asia;1609;1494;3624;455;2.25;131
Europa;1445;1391;2008;473;1.39;94
Asia;1341;1287;1184;261;0.88;46
Europa;1308;1210;6380;786;4.88;181
Europa;1281;1197;3215;544;2.51;92
Asia;1268;1209;2302;515;1.82;60
America;1251;1162;3590;453;2.87;126
Asia;1240;1155;1508;273;1.22;92
Africa;1201;1150;1848;471;1.54;82
Asia;1126;1021;1375;292;1.22;74
Europa;1114;1053;7421;920;6.66;116
America;1072;1014;2854;403;2.66;114
Africa;1051;981;2557;375;2.43;82
Africa;1042;989;3747;580;3.60;111
Europa;1002;968;3389;314;3.38;50
Asia;989;934;2336;258;2.36;96
Africa;948;872;2684;570;2.83;102
Europa;940;831;7207;625;7.67;90
Africa;883;817;1548;366;1.75;78
America;872;832;3422;191;3.92;141
Europa;814;776;661;104;0.81;49
Asia;809;774;928;267;1.15;59
Asia;760;696;1807;233;2.38;80
Asia;707;680;1426;346;2.02;41
Europa;678;656;863;143;1.27;67
America;634;610;1621;224;2.56;115
America;605;578;1880;303;3.11;92
Africa;601;570;1140;223;1.90;83
Africa;553;529;1453;152;2.63;58
Asia;548;524;782;147;1.43;64
Asia;535;474;412;118;0.77;58
America;469;441;2340;256;4.99;119
Africa;467;447;1110;215;2.38;71
Europa;432;394;637;121;1.47;70
Africa;420;391;871;149;2.07;81
Africa;418;399;1491;195;3.57;89
Asia;416;398;518;102;1.25;48
Europa;412;401;722;168;1.75;68
Africa;382;366;624;97;1.63;76
America;355;330;344;46;0.97;67
Africa;353;332;570;174;1.61;55
Africa;351;340;385;54;1.10;41
Africa;340;307;695;64;2.04;63
Europa;333;321;222;48;0.67;40
